participantId,phaseNum,trialNum,userSort1,userSort2,userSort3,userSort4,userSort5,userSort6,score,userSort1Drags,userSort2Drags,userSort3Drags,userSort4Drags,userSort5Drags,userSort6Drags,userSort1Time,userSort2Time,userSort3Time,userSort4Time,userSort5Time,userSort6Time
4593,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,8,6,9,7,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","3,1,4,2,5,6,8,7,9,10,12,11,14,15,13","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.913036,13,24,36,52,27,21,74872,119462,91675,112820,67201,60132
4597,0,2,"2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.974028,17,16,19,21,24,16,84458,76278,56778,85328,111924,36151
4598,0,2,"7,2,10,14,13,4,9,6,5,11,15,1,12,3,8","3,10,11,5,9,8,1,14,13,4,2,15,12,7,6","5,7,1,12,6,15,3,8,14,11,10,4,13,2,9","4,8,14,1,10,9,15,11,3,6,2,13,7,5,12","13,5,2,7,12,8,9,3,10,14,6,15,1,4,11","13,5,7,3,4,12,8,1,2,15,10,9,6,11,14",0,0,0,0,0,0,0,0,0,0,0,0,0
4601,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,17,13,15,12,14,11,88859,61024,48289,47115,51410,48834
4607,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,13,12,13,11,12,10,83823,60683,63235,60427,49009,37270
4609,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,20,14,20,18,30,18,52926,45478,56060,51153,66503,40330
4613,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,30,12,22,14,21,15,95632,31615,44175,39075,43090,30390
4615,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,9,8,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,8,6,7,10,9,15,11,13,12,14","2,3,1,4,6,5,7,8,9,10,12,11,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14",0.893543,16,20,12,13,12,14,44075,47071,28078,34048,22936,30271
4618,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,14,15,11,13,12","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.913036,13,14,12,15,13,12,52844,49739,72243,80234,51617,51116
4619,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.974028,17,15,17,22,19,25,67812,41813,40130,52759,41779,54730
4621,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.974028,13,23,28,24,17,15,46810,62370,66175,51562,41082,32906
4622,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,11,10,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,12,14,14,18,16,19,50246,41697,32056,52674,37493,38801
4631,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,4,2,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.967539,24,21,16,17,15,12,35064,30722,27789,53541,27100,20022
4632,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,17,16,13,23,20,14,62691,53046,43225,84486,64594,35032
4636,0,2,"1,2,3,4,5,6,7,8,9,10,11,14,13,12,15","1,2,3,5,4,6,7,8,9,10,11,14,12,13,15","1,3,2,4,5,6,7,8,10,9,11,13,12,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,7,8,9,6,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.910411,21,15,25,15,11,16,66431,42135,67232,44536,35238,40130
4637,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,17,18,21,17,23,26,53473,47697,56421,53999,49900,38625
4638,0,2,"1,3,2,5,4,6,7,8,9,10,11,12,13,14,15","2,3,1,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,7,6,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,14,10,9,15,11,12,13","4,2,3,1,5,6,7,8,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,10,9,11,14,12,13,15",0.856052,13,20,12,11,12,12,30394,36010,18750,22307,22146,23431
4639,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,28,35,25,16,34,19,81874,74225,51648,38716,110626,43320
4642,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,15,13,12,14","1,2,4,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.944328,28,23,23,34,19,17,80530,49892,73597,56248,195946,38126
4643,0,2,"1,2,3,5,6,4,8,7,9,10,11,12,14,13,15","1,2,4,3,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,7,6,8,11,10,9,12,13,14,15","1,2,3,4,5,6,7,8,10,9,11,13,15,12,14","5,2,3,1,4,7,6,9,8,10,13,12,11,14,15","1,2,3,4,5,6,7,8,9,10,13,11,12,15,14",0.863237,19,21,12,15,17,23,63654,66734,35066,36501,44767,49970
4645,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,33,17,34,20,23,16,72215,43114,59767,37847,85998,43567
4646,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","4,8,14,1,10,9,15,11,3,6,2,13,7,5,12","13,5,2,7,12,8,9,3,10,14,6,15,1,4,11","13,5,7,3,4,12,8,1,2,15,10,9,6,11,14",0.324067,23,22,25,0,0,0,42371,33568,45545,0,0,0
4647,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,23,32,19,49,37,25,33320,35027,24700,67146,39665,35710
4653,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","2,1,3,4,5,7,6,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.967539,19,24,17,31,21,32,78089,78112,43735,96010,52511,108476
4654,0,2,"7,2,10,14,13,4,9,6,5,11,15,1,12,3,8","3,10,11,5,9,8,1,14,13,4,2,15,12,7,6","5,7,1,12,6,15,3,8,14,11,10,4,13,2,9",,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,14,14,15,16,19,18,47057,46465,38754,40045,43673,46344
4657,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,14,12,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.967539,29,18,21,23,24,32,84068,51347,91686,80145,61317,76475
4658,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","2,1,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.961975,17,18,15,22,20,19,54072,37942,62566,59418,52349,52668
4662,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","3,2,5,1,4,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.940602,16,13,18,20,11,12,52281,32680,45251,55281,35230,29659
4664,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,19,15,16,18,20,12,73544,46047,67430,94864,56018,44555
4665,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,20,15,12,20,12,19,53297,30428,42570,71585,41700,42218
4666,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,8,7,9,10,11,13,12,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.967539,12,12,12,16,14,11,48133,50081,41503,50247,35815,29178
4671,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,25,12,16,15,16,16,71408,34367,40073,35150,43837,61119
4672,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,27,21,16,25,28,24,133610,111747,106918,100941,113599,123267
4673,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,14,17,13,9,11,16,37938,49447,33512,31051,31817,40622
4674,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,13,11,15,14,16,11,36082,29602,37886,27116,36267,24115
4675,0,2,"1,2,3,4,5,7,6,8,9,10,13,12,11,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,9,8,10,12,11,13,14,15",,,,0,30,20,29,0,0,0,85770,38367,67046,0,0,0
4677,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,4,5,6,7,8,2,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,15,13","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.898128,29,21,13,19,25,19,75601,57584,25976,29477,54022,36073
4678,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,25,28,18,25,59,27,57089,50489,29143,43175,66085,36939
4681,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,10,11,8,13,14,15,12","1,2,4,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,12,11,13,15,14",0.921334,24,15,17,21,18,18,62528,32234,47874,53897,42537,43223
4684,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,5,4,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.974028,14,11,23,20,21,39,56318,46609,93220,50815,59659,99136
4685,0,2,"7,2,10,14,13,4,9,6,5,11,15,1,12,3,8","3,10,11,5,9,8,1,14,13,4,2,15,12,7,6","5,7,1,12,6,15,3,8,14,11,10,4,13,2,9","4,8,14,1,10,9,15,11,3,6,2,13,7,5,12","13,5,2,7,12,8,9,3,10,14,6,15,1,4,11","13,5,7,3,4,12,8,1,2,15,10,9,6,11,14",0,0,0,0,0,0,0,0,0,0,0,0,0
4688,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,18,14,21,18,17,16,68717,35448,53940,49963,42946,42925
4690,0,2,"3,1,2,4,6,5,8,7,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,8,9,10,11,13,15,12,14","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.930419,26,15,18,25,15,14,86561,41313,44680,88166,37194,42573
4692,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,19,23,26,0,0,0,97752,69120,88713,0,0,0
4693,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,11,9,10,15,13,12,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.937058,28,27,28,19,14,18,85634,65148,66800,101254,57516,53820
4694,0,2,"2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,11,10,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,6,5,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15",0.95701,22,15,17,14,11,12,89307,50311,54676,41271,31678,39025
4697,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,12,10,14,22,19,16,60389,43601,53242,80386,57177,50080
4699,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,9,8,10,7,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.94827,19,14,23,25,13,17,65706,40618,48305,64708,42236,36321
4701,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,14,15,13,12","2,1,4,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.933671,20,18,15,16,16,21,77690,46839,52723,84871,76454,48897
4703,0,2,"1,2,3,4,5,6,7,9,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,12,15,15,26,16,20,32615,37900,29012,53107,22289,28969
4704,0,2,"2,1,3,4,5,8,6,7,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,11,10,14,15,13,12","4,2,1,3,5,6,8,7,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.898128,34,31,24,18,15,22,61909,53885,60247,35798,30692,34406
4705,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,24,14,26,19,19,22,56931,34183,67428,40664,47464,38444
4706,0,2,"7,2,10,14,13,4,9,6,5,11,15,1,12,3,8","3,10,11,5,9,8,1,14,13,4,2,15,12,7,6","5,7,1,12,6,15,3,8,14,11,10,4,13,2,9",,,,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,0,2,"1,2,3,4,5,6,7,9,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,17,17,12,0,0,0,160278,192841,46112,0,0,0
4709,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","4,8,14,1,10,9,15,11,3,6,2,13,7,5,12","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.613569,26,12,16,0,15,20,71714,24788,25491,0,26899,25938
4711,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,11,10,13,15,14,12","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.940602,21,23,12,36,17,16,45039,63901,20847,71329,25233,26924
4714,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,18,15,13,21,16,18,52410,39860,40339,46675,29500,32922
4718,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,16,19,15,19,26,20,48969,42726,38369,37199,57919,38813
4720,0,2,"1,2,6,3,4,5,7,9,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,12,10,11,14,13,15","1,2,3,5,4,6,7,8,9,11,10,12,15,14,13","1,3,2,4,5,7,6,9,8,10,11,12,13,14,15","2,3,1,4,5,8,7,6,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,10,9,11,12,13,15,14",0.886953,15,13,12,15,12,14,43501,26271,24294,24108,27107,22183
4721,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,19,15,15,16,14,11,90455,46590,56852,55889,44709,31215
4724,0,2,"1,2,3,4,5,7,6,8,9,10,11,12,13,14,15","3,1,2,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,4,7,6,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.952475,15,16,13,13,11,13,67489,61268,46397,51458,43254,46330
4725,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","4,2,1,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.94827,34,27,35,29,15,34,61836,39323,54209,58712,44578,39925
4726,0,2,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.982261,15,13,12,14,17,19,90647,53985,60851,61265,61028,46307
