lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Persian (Farsi) (فارسی),fa,آبی,ابى,115,"rgb(0, 136, 255)",178,"rgb(53,130,233)",0.6120447603814574,-0.03885057384704712,-0.16965082024789083
Persian (Farsi) (فارسی),fa,آبی آسمانی,ابى اسمانى,30,"rgb(0, 204, 255)",31,"rgb(70,202,246)",0.785081143412757,-0.09089970511674493,-0.08981915625165132
Persian (Farsi) (فارسی),fa,آبی پررنگ,ابى پررنگ,8,"rgb(0, 63, 255)",9,,,,
Persian (Farsi) (فارسی),fa,آبی تیره,ابى تىره,13,"rgb(0, 67, 255)",32,"rgb(32,70,191)",0.45029534572003754,-0.015574260346263689,-0.19398458735166488
Persian (Farsi) (فارسی),fa,آبی روشن,ابى روشن,20,"rgb(0, 204, 255)",14,"rgb(74,196,248)",0.7748659849232156,-0.08299105816457511,-0.09919564368154732
Persian (Farsi) (فارسی),fa,آبی فیروزه ای,ابى فىروزه اى,10,"rgb(0, 245, 255)",14,"rgb(61,225,235)",0.8333500929649994,-0.1209862767568999,-0.046031672165086024
Persian (Farsi) (فارسی),fa,آبی کاربنی,ابى کاربنى,12,"rgb(0, 45, 255)",20,"rgb(40,48,222)",0.45233444696395614,-0.0042357579576849545,-0.2514745513027532
Persian (Farsi) (فارسی),fa,آبی کم رنگ,ابى کم رنگ,5,"rgb(0, 191, 255)",2,,,,
Persian (Farsi) (فارسی),fa,ابی کمرنگ,ابى کمرنگ,8,"rgb(0, 201, 255)",7,,,,
Persian (Farsi) (فارسی),fa,ابی لاجوردی,ابى لاجوردى,6,"rgb(0, 144, 255)",7,,,,
Persian (Farsi) (فارسی),fa,آبی نفتی,ابى نفتى,16,"rgb(0, 59, 255)",42,"rgb(30,77,207)",0.47832340360156783,-0.020564232127656228,-0.2053505090384883
Persian (Farsi) (فارسی),fa,آجری,اجرى,4,,31,"rgb(206,112,53)",0.6418049089222221,0.08862244598759227,0.10628156605506575
Persian (Farsi) (فارسی),fa,ارغوانی,ارغوانى,3,,20,"rgb(185,61,174)",0.5771470760854001,0.17794981022512427,-0.09565247122145445
Persian (Farsi) (فارسی),fa,بادمجانی,بادمجانى,1,,15,"rgb(104,44,108)",0.40319651248109656,0.1011495730781432,-0.06949481120564559
Persian (Farsi) (فارسی),fa,بنفش,بنفش,79,"rgb(188, 0, 255)",275,"rgb(162,69,203)",0.5718171222733917,0.14284174254058746,-0.14893195835883097
Persian (Farsi) (فارسی),fa,بنفش تیره,بنفش تىره,1,,23,"rgb(101,47,143)",0.4263728099956932,0.09257127416624783,-0.12262527293047731
Persian (Farsi) (فارسی),fa,بنفش روشن,بنفش روشن,2,,18,"rgb(202,105,223)",0.67763835994426,0.14775500790204887,-0.12331298790389997
Persian (Farsi) (فارسی),fa,خاکستری,خاکسترى,0,,24,"rgb(155,159,164)",0.6997560706704756,-0.0022925089049909337,-0.008153463333846207
Persian (Farsi) (فارسی),fa,خردلی,خردلى,15,"rgb(255, 187, 0)",39,"rgb(221,174,51)",0.7731367908793788,0.009055903297838893,0.14221692077073542
Persian (Farsi) (فارسی),fa,زرد,زرد,50,"rgb(255, 242, 0)",48,"rgb(241,232,52)",0.9103095383755981,-0.05147715122127123,0.1751662787591464
Persian (Farsi) (فارسی),fa,زرد فسفری,زرد فسفرى,5,"rgb(220, 255, 0)",4,,,,
Persian (Farsi) (فارسی),fa,زرشکی,زرشکى,3,,37,"rgb(156,36,63)",0.4623539780321039,0.15064612246003056,0.03537955102049463
Persian (Farsi) (فارسی),fa,سبز,سبز,81,"rgb(0, 255, 104)",359,"rgb(94,200,102)",0.7467087485919519,-0.13729999185256264,0.09576363380726997
Persian (Farsi) (فارسی),fa,سبز آبی,سبز ابى,13,"rgb(0, 255, 208)",26,"rgb(68,215,186)",0.7944172014190112,-0.12938150901202097,0.007077658802282223
Persian (Farsi) (فارسی),fa,سبز پسته ای,سبز پسته اى,4,,24,"rgb(134,221,97)",0.8155164259586802,-0.13276650348670258,0.12241027209414465
Persian (Farsi) (فارسی),fa,سبز تیره,سبز تىره,0,,40,"rgb(57,122,64)",0.5212097903273989,-0.0924582319081197,0.06240404433778961
Persian (Farsi) (فارسی),fa,سبز چمنی,سبز چمنى,6,"rgb(0, 255, 83)",51,"rgb(108,207,76)",0.7662801125634359,-0.1447804587235895,0.1265950989551669
Persian (Farsi) (فارسی),fa,سبز روشن,سبز روشن,18,"rgb(0, 255, 52)",34,"rgb(120,236,108)",0.8476545146203075,-0.15601030765916868,0.1225164972971026
Persian (Farsi) (فارسی),fa,سبز فسفری,سبز فسفرى,23,"rgb(29, 255, 0)",42,"rgb(108,244,82)",0.8599418637395626,-0.18037574608403895,0.1478519932810443
Persian (Farsi) (فارسی),fa,سبز لجنی,سبز لجنى,2,,44,"rgb(96,125,68)",0.5534902760321879,-0.05931412542030397,0.0677172179112356
Persian (Farsi) (فارسی),fa,سبز یشمی,سبز ىشمى,1,,14,"rgb(75,124,78)",0.5376309278644763,-0.07302208266973244,0.049923646143536775
Persian (Farsi) (فارسی),fa,سبزآبی,سبزابى,4,,12,"rgb(46,215,184)",0.7907056610843421,-0.13872981545351518,0.009371074091335724
Persian (Farsi) (فارسی),fa,سرخابی,سرخابى,24,"rgb(255, 0, 157)",34,"rgb(230,47,147)",0.6242315008843976,0.22787034240060552,-0.027184728934977833
Persian (Farsi) (فارسی),fa,سرمه ای,سرمه اى,1,,25,"rgb(53,54,148)",0.39372687376443266,0.017235284671037836,-0.1502671086104987
Persian (Farsi) (فارسی),fa,سورمه ای,سورمه اى,2,,21,"rgb(38,53,139)",0.37359110130455603,0.0001835504600803817,-0.14352838359527395
Persian (Farsi) (فارسی),fa,سیاه,سىاه,0,,15,"rgb(38,27,31)",0.23672536303775793,0.019145827205486233,-0.00219226319663098
Persian (Farsi) (فارسی),fa,صورتی,صورتى,53,"rgb(255, 0, 178)",116,"rgb(239,91,183)",0.6902609893722855,0.19837713682407979,-0.05134734520530984
Persian (Farsi) (فارسی),fa,صورتی پررنگ,صورتى پررنگ,4,,12,"rgb(230,57,146)",0.6311286501112942,0.21860379237000116,-0.02167910037100508
Persian (Farsi) (فارسی),fa,طوسی,طوسى,0,,19,"rgb(144,144,151)",0.6561590019009781,0.0017878268277160942,-0.009975104962842304
Persian (Farsi) (فارسی),fa,فسفری,فسفرى,10,"rgb(196, 255, 0)",22,"rgb(166,245,60)",0.8879200374959489,-0.14314754365141455,0.16756178129265942
Persian (Farsi) (فارسی),fa,فیروزه ای,فىروزه اى,9,"rgb(0, 250, 255)",32,"rgb(63,213,215)",0.7985905496984983,-0.11756775172773845,-0.03318054861739988
Persian (Farsi) (فارسی),fa,قرمز,قرمز,72,"rgb(255, 0, 39)",118,"rgb(230,45,54)",0.6010668803898389,0.19771548364660915,0.09203779822226675
Persian (Farsi) (فارسی),fa,قهوه ای,قهوه‌اى,0,,99,"rgb(143,89,51)",0.5154916573681253,0.05217686664261565,0.07150936772611782
Persian (Farsi) (فارسی),fa,قهوه ای روشن,قهوه‌اى روشن,1,,12,"rgb(190,126,55)",0.6461852811924846,0.04806383614407557,0.10637668992494491
Persian (Farsi) (فارسی),fa,کرم,کرم,0,,24,"rgb(230,198,143)",0.8411932071960075,0.013430218760774645,0.07886170525424606
