lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Lithuanian (lietuvių kalba),lt,geltona,geltona,26,"rgb(255, 233, 0)",0,,,,
Lithuanian (lietuvių kalba),lt,mėlyna,melyna,54,"rgb(0, 100, 255)",0,,,,
Lithuanian (lietuvių kalba),lt,oranžinė,oranzine,33,"rgb(255, 140, 0)",0,,,,
Lithuanian (lietuvių kalba),lt,purpurinė,purpurine,13,"rgb(255, 0, 176)",0,,,,
Lithuanian (lietuvių kalba),lt,raudona,raudona,25,"rgb(255, 0, 45)",0,,,,
Lithuanian (lietuvių kalba),lt,rožinė,rozine,24,"rgb(255, 0, 176)",0,,,,
Lithuanian (lietuvių kalba),lt,salotinė,salotine,18,"rgb(118, 255, 0)",0,,,,
Lithuanian (lietuvių kalba),lt,violetinė,violetine,28,"rgb(194, 0, 255)",0,,,,
Lithuanian (lietuvių kalba),lt,žalia,zalia,21,"rgb(4, 255, 0)",0,,,,
Lithuanian (lietuvių kalba),lt,žalsva,zalsva,16,"rgb(0, 255, 162)",0,,,,
Lithuanian (lietuvių kalba),lt,žydra,zydra,42,"rgb(0, 217, 255)",0,,,,
