lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
"Slovene (slovenski jezik, slovenščina)",sl,modra,modra,39,"rgb(0, 149, 255)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,oranžna,oranzna,22,"rgb(255, 147, 0)",1,,,,
"Slovene (slovenski jezik, slovenščina)",sl,rdeča,rdeca,22,"rgb(255, 0, 42)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,roza,roza,10,"rgb(255, 0, 159)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,rumena,rumena,15,"rgb(255, 239, 0)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,sinje modra,sinjemodra,5,"rgb(0, 202, 255)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,svetlo modra,svetlomodra,14,"rgb(0, 225, 255)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,svetlo zelena,svetlozelena,14,"rgb(56, 255, 0)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,temno modra,temnomodra,13,"rgb(0, 41, 255)",0,,,,
"Slovene (slovenski jezik, slovenščina)",sl,turkizna,turkizna,11,"rgb(0, 255, 177)",1,,,,
"Slovene (slovenski jezik, slovenščina)",sl,vijolična,vijolicna,20,"rgb(209, 0, 255)",1,,,,
"Slovene (slovenski jezik, slovenščina)",sl,zelena,zelena,17,"rgb(0, 255, 84)",3,,,,
