lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
"Slovak (slovenčina, slovenský jazyk)",sk,červená,cervena,8,"rgb(255, 0, 46)",0,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,fialová,fialova,10,"rgb(170, 0, 255)",1,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,modrá,modra,34,"rgb(0, 134, 255)",0,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,oranžová,oranzova,16,"rgb(255, 137, 0)",0,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,ružová,ruzova,19,"rgb(255, 0, 161)",2,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,tyrkysová,tyrkysova,7,"rgb(0, 255, 208)",1,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,zelená,zelena,11,"rgb(0, 255, 18)",0,,,,
"Slovak (slovenčina, slovenský jazyk)",sk,žltá,zlta,11,"rgb(255, 244, 0)",0,,,,
