lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
"Bengali, Bangla (বাংলা)",bn,কাল,কালো,0,,13,"rgb(26,23,27)",0.20978153451566303,0.005869199809304024,-0.005858487002810565
"Bengali, Bangla (বাংলা)",bn,golapi,গোলাপি,4,,25,"rgb(217,95,156)",0.6552419772169438,0.1643552274520333,-0.024152857656161243
"Bengali, Bangla (বাংলা)",bn,neel,নীল,8,,20,"rgb(56,88,190)",0.49498573018951536,-0.008344885287253186,-0.1647487690128905
"Bengali, Bangla (বাংলা)",bn,beguni,বেগুনি,1,,33,"rgb(125,56,167)",0.48462538152198736,0.11296573184908168,-0.13485089815414925
"Bengali, Bangla (বাংলা)",bn,shobuj,সবুজ,5,,27,"rgb(94,169,95)",0.6665878564744032,-0.10536344986433653,0.07627357523788889
