lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Danish (dansk),da,blå,bla,105,"rgb(0, 119, 255)",0,,,,
Danish (dansk),da,grøn,grøn,76,"rgb(0, 255, 67)",0,,,,
Danish (dansk),da,gul,gul,65,"rgb(255, 237, 0)",0,,,,
Danish (dansk),da,lilla,lilla,63,"rgb(195, 0, 255)",0,,,,
Danish (dansk),da,limegrøn,limegrøn,8,"rgb(115, 255, 0)",0,,,,
Danish (dansk),da,lyseblå,lysebla,50,"rgb(0, 198, 255)",0,,,,
Danish (dansk),da,lysegrøn,lysegrøn,22,"rgb(0, 255, 30)",0,,,,
Danish (dansk),da,lyserød,lyserød,17,"rgb(255, 0, 181)",0,,,,
Danish (dansk),da,mørkeblå,mørkebla,34,"rgb(0, 55, 255)",0,,,,
Danish (dansk),da,neongrøn,neongrøn,10,"rgb(147, 255, 0)",0,,,,
Danish (dansk),da,orange,orange,79,"rgb(255, 140, 0)",0,,,,
Danish (dansk),da,pink,pink,61,"rgb(255, 0, 182)",0,,,,
Danish (dansk),da,rød,rød,73,"rgb(255, 0, 46)",0,,,,
Danish (dansk),da,turkis,turkis,61,"rgb(0, 255, 244)",0,,,,
Danish (dansk),da,turkisgrøn,turkisgrøn,8,"rgb(0, 255, 153)",0,,,,
