lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Hungarian (magyar),hu,bíbor,bibor,5,"rgb(255, 0, 160)",0,,,,
Hungarian (magyar),hu,ciklámen,ciklamen,13,"rgb(255, 0, 151)",0,,,,
Hungarian (magyar),hu,citromsárga,citromsarga,12,"rgb(255, 245, 0)",1,,,,
Hungarian (magyar),hu,égszínkék,egszinkek,6,"rgb(0, 186, 255)",0,,,,
Hungarian (magyar),hu,kék,kek,120,"rgb(0, 128, 255)",5,,,,
Hungarian (magyar),hu,kékeszöld,kekeszold,12,"rgb(0, 255, 161)",0,,,,
Hungarian (magyar),hu,királykék,kiralykek,9,"rgb(0, 32, 255)",2,,,,
Hungarian (magyar),hu,lila,lila,51,"rgb(209, 0, 255)",5,,,,
Hungarian (magyar),hu,magenta,magenta,25,"rgb(255, 0, 166)",1,,,,
Hungarian (magyar),hu,napsárga,napsarga,5,"rgb(255, 220, 0)",0,,,,
Hungarian (magyar),hu,narancs,narancs,14,"rgb(255, 138, 0)",0,,,,
Hungarian (magyar),hu,narancssárga,narancssarga,37,"rgb(255, 144, 0)",2,,,,
Hungarian (magyar),hu,neonzöld,neonzold,11,"rgb(92, 255, 0)",1,,,,
Hungarian (magyar),hu,okker,okker,5,"rgb(255, 156, 0)",0,,,,
Hungarian (magyar),hu,pink,pink,13,"rgb(255, 0, 156)",0,,,,
Hungarian (magyar),hu,piros,piros,49,"rgb(255, 0, 42)",1,,,,
Hungarian (magyar),hu,rózsaszín,rozsaszin,21,"rgb(255, 0, 177)",2,,,,
Hungarian (magyar),hu,sárga,sarga,38,"rgb(255, 241, 0)",2,,,,
Hungarian (magyar),hu,sötétkék,sotetkek,16,"rgb(0, 17, 255)",4,,,,
Hungarian (magyar),hu,türkiz,turkiz,20,"rgb(0, 255, 236)",1,,,,
Hungarian (magyar),hu,türkizkék,turkizkek,9,"rgb(0, 247, 255)",0,,,,
Hungarian (magyar),hu,világoskék,vilagoskek,24,"rgb(0, 194, 255)",0,,,,
Hungarian (magyar),hu,világoszöld,vilagoszold,10,"rgb(0, 255, 66)",2,,,,
Hungarian (magyar),hu,vörös,voros,10,"rgb(255, 0, 48)",0,,,,
Hungarian (magyar),hu,zöld,zold,59,"rgb(0, 255, 50)",4,,,,
