lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Malayalam (മലയാളം),ml,orange,ഓറഞച,5,"rgb(255, 116, 0)",9,,,,
Malayalam (മലയാളം),ml,kadum neela,കടുംനീല,3,,12,"rgb(59,60,166)",0.42403267804995415,0.01836846348934165,-0.16475423920777563
Malayalam (മലയാളം),ml,കറുപ്പ്,കറുപപ,0,,12,"rgb(21,22,30)",0.20326746198081633,0.0031133592842123568,-0.015029841187387571
Malayalam (മലയാളം),ml,chuvappu,ചുവപപ,9,"rgb(255, 0, 59)",7,,,,
Malayalam (മലയാളം),ml,neela,നീല,17,"rgb(0, 135, 255)",51,"rgb(68,130,212)",0.6044402655622304,-0.03342080714991362,-0.1368446651291012
Malayalam (മലയാളം),ml,pacha,പചച,10,"rgb(0, 255, 93)",39,"rgb(102,187,101)",0.7176485137491334,-0.11812176143399065,0.08743462489647329
Malayalam (മലയാളം),ml,purple,പർപപിൾ,1,,24,"rgb(135,68,169)",0.5143319207380588,0.11063941770188855,-0.12060371374334869
Malayalam (മലയാളം),ml,pink,പിങക,4,,22,"rgb(233,111,196)",0.7119348602568074,0.1690571917217928,-0.05973634137287668
Malayalam (മലയാളം),ml,manja,മഞഞ,6,"rgb(255, 212, 0)",9,,,,
