lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
Croatian (hrvatski jezik),hr,crvena,crvena,10,"rgb(255, 0, 29)",1,,,,
Croatian (hrvatski jezik),hr,ljubičasta,ljubicasta,11,"rgb(222, 0, 255)",15,"rgb(164,61,196)",0.5612819923589369,0.15443453259732193,-0.144574722465107
Croatian (hrvatski jezik),hr,narančasta,narancasta,9,"rgb(255, 134, 0)",4,,,,
Croatian (hrvatski jezik),hr,plava,plava,23,"rgb(0, 136, 255)",17,"rgb(43,127,231)",0.6012650882460936,-0.04209987594268642,-0.17165265553791703
Croatian (hrvatski jezik),hr,roza,roza,7,,12,"rgb(229,90,181)",0.6753830090424083,0.18944113933782922,-0.0556680235608506
Croatian (hrvatski jezik),hr,svijetlo plava,svijetloplava,7,"rgb(0, 234, 255)",3,,,,
Croatian (hrvatski jezik),hr,tamnoljubičasta,tamnoljubicasta,1,,12,"rgb(59,29,94)",0.30972967753469355,0.058458784902340605,-0.09579820233735284
Croatian (hrvatski jezik),hr,tirkizna,tirkizna,5,"rgb(0, 255, 197)",3,,,,
Croatian (hrvatski jezik),hr,zelena,zelena,8,"rgb(0, 255, 51)",15,"rgb(98,199,84)",0.7437581334760329,-0.14116680213199287,0.11310643786374018
Croatian (hrvatski jezik),hr,žuta,zuta,10,"rgb(255, 250, 0)",4,,,,
