reason_excluded,participantId,langAbv,lang,standardized_entered_name,entered_name,colorSpace,r,g,b,trialNum,tileNum,rgbSet,background,locale,studyVersion,originalLangAbv
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,255,0,136,1,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",a,a,rgb,0,255,47,1,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",g,g,rgb,255,0,89,1,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",d,d,rgb,0,87,255,1,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",g,g,rgb,0,179,255,1,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",d,d,rgb,255,33,0,1,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",g,g,rgb,255,119,0,1,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",g,g,rgb,255,0,26,1,11,line,white,en,1.1.5,
forbidden characters,0,zh,"Chinese (中文 (Zhōngwén), 汉语, 漢語)",windows蓝色,Windows蓝,rgb,61,84,231,1,7,full,white,zh,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),green,Green,rgb,35,138,18,1,0,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),red,Red,rgb,219,35,107,1,1,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),blue,Blue,rgb,1,127,182,1,2,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),orange,Orange,rgb,251,138,67,1,3,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),light blue,Light blue,rgb,162,204,233,1,4,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),purple,Purple,rgb,158,11,140,1,5,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),dark blue,Dark blue,rgb,94,73,161,1,6,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),dark orange,Dark orange,rgb,182,88,60,1,7,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),light purple,Light purple,rgb,180,92,209,1,8,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),black,Black,rgb,12,24,56,1,9,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),blue,Blue,rgb,66,44,213,1,10,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),lemon,Lemon,rgb,222,225,23,1,11,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),salad,Salad,rgb,137,214,170,3,0,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),brown,Brown,rgb,101,46,47,3,1,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),blue,Blue,rgb,26,47,176,3,2,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),bireza,Bireza,rgb,8,218,239,3,3,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),khaki,Khaki,rgb,195,197,182,3,4,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),acid,Acid,rgb,61,223,164,3,5,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),lime,Lime,rgb,168,219,83,3,6,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),red,Red,rgb,194,13,19,3,7,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),purple,Purple,rgb,111,33,155,3,8,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),blue,Blue,rgb,51,97,171,3,9,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),light orange,Light orange,rgb,233,185,156,3,10,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),light purple,Light purple,rgb,198,176,204,3,11,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),purple,Purple,rgb,210,144,228,6,0,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),dirt,Dirt,rgb,118,120,58,6,1,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),acid,Acid,rgb,106,244,116,6,2,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),purple,Purple,rgb,211,96,184,6,3,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),shit,Shit,rgb,187,159,57,6,4,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),dark green,Dark green,rgb,115,137,110,6,5,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),black,Black,rgb,46,44,12,6,6,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),orange,Orange,rgb,244,170,60,6,7,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),wave,Wave,rgb,58,149,167,6,8,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),red,Red,rgb,157,11,68,6,9,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),light purple,Light purple,rgb,149,140,206,6,10,full,white,en,1.1.5,
ignoring characters left nothing,0,ru,Russian (Русский),green,Green,rgb,30,172,99,6,11,full,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,Red,rgb,255,0,58,1,0,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),sky blue,Sky blue,rgb,0,199,255,1,1,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),turquoise,Turquoise,rgb,0,255,228,1,2,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,172,255,1,3,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,Pink,rgb,255,0,147,1,4,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,Purple,rgb,155,0,255,1,5,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,0,255,111,1,6,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),sky blue,Sky blue,rgb,0,208,255,1,7,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),dark blue,Dark blue,rgb,0,80,255,1,8,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,Pink,rgb,255,0,130,1,9,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),greenish blue,Greenish blue,rgb,0,255,219,1,10,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),orange,Orange,rgb,255,111,0,1,11,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,0,255,187,3,0,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,Pink,rgb,255,0,219,3,1,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,Purple,rgb,129,0,255,3,2,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),otange,Otange,rgb,255,88,0,3,3,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),hot pink,Hot pink,rgb,255,0,175,3,4,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,135,255,3,5,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),orange,Orange,rgb,255,142,0,3,6,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),light blue,Light blue,rgb,0,228,255,3,7,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,152,255,3,8,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,0,255,104,3,9,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,182,255,0,3,10,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),yellow,Yellow,rgb,209,255,0,3,11,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,Red,rgb,255,0,66,6,0,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,0,255,207,6,1,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),pink,Pink,rgb,255,0,190,6,2,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,Red,rgb,255,0,112,6,3,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,95,255,6,4,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,Purple,rgb,215,0,255,6,5,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,0,255,145,6,6,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,Red,rgb,255,0,21,6,7,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),green,Green,rgb,129,255,0,6,8,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,199,255,6,9,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),purple,Purple,rgb,255,0,247,6,10,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),blue,Blue,rgb,0,254,255,6,11,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),bright orange,Bright orange,rgb,255,70,0,1,0,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),red,Red,rgb,255,0,40,1,1,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),yello,Yello,rgb,255,242,0,1,2,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),fuchsia,Fuchsia,rgb,255,0,193,1,3,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),teal,Teal,rgb,0,255,228,1,4,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),royal blue,Royal blue,rgb,0,23,255,1,6,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),sky blue,Sky blue,rgb,0,171,255,1,7,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),hot pink,Hot pink,rgb,255,0,224,1,9,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),light orange,Light Orange,rgb,255,130,0,1,10,line,white,en,1.1.5,
ignoring characters left nothing,0,ar,Arabic (العربية),aqua,Aqua,rgb,0,255,211,1,11,line,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,158,247,148,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,217,198,240,1,1,full,white,en,1.1.5,
excluded name,0,en,English (English),c,c,rgb,101,196,142,1,2,full,white,en,1.1.5,
excluded name,0,en,English (English),d,d,rgb,193,195,168,1,3,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,6,41,135,3,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,94,199,71,3,1,full,white,en,1.1.5,
excluded name,0,en,English (English),c,c,rgb,76,19,193,3,2,full,white,en,1.1.5,
excluded name,0,en,English (English),d,d,rgb,191,38,178,3,3,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,180,215,45,6,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,213,69,41,6,1,full,white,en,1.1.5,
excluded name,0,en,English (English),c,c,rgb,79,58,1,6,2,full,white,en,1.1.5,
excluded name,0,en,English (English),d,d,rgb,20,26,81,6,3,full,white,en,1.1.5,
excluded name,0,en,English (English),w,w,rgb,135,67,245,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,168,1,213,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,133,71,98,1,1,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,96,132,155,1,2,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,234,176,168,1,3,full,white,en,1.1.5,
excluded name,0,en,English (English),d,d,rgb,249,241,15,1,4,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,167,172,203,1,5,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,79,131,228,1,6,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,32,48,86,1,7,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,183,1,126,1,8,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,187,232,36,1,9,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,121,187,80,1,10,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,67,240,246,1,11,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",pink,pink,rgb,249,117,220,6,0,full,white,en,1.1.5,
excluded name,0,fr,"French (français, langue française)",pink,pink,rgb,201,137,166,6,7,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,238,162,110,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,1,192,82,1,1,full,white,en,1.1.5,
excluded name,0,en,English (English),c,c,rgb,38,68,25,1,2,full,white,en,1.1.5,
excluded name,0,en,English (English),d,d,rgb,172,119,27,1,3,full,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,255,237,0,1,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,129,0,1,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,255,222,1,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,141,255,0,1,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,83,255,1,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,80,0,1,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,184,1,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,155,0,1,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,137,1,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,73,1,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,180,255,1,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,149,255,1,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,104,3,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,66,255,3,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,145,3,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,211,255,0,3,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,230,255,3,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,107,0,255,3,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,23,255,3,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",orange,orange,rgb,255,90,0,3,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,240,255,0,3,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,95,3,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,109,255,3,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",red,red,rgb,255,0,37,3,11,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,242,0,255,6,0,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,129,255,6,1,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,88,255,0,6,2,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",magenta,magenta,rgb,202,0,255,6,3,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",purple,purple,rgb,255,0,244,6,4,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,3,6,5,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",green,green,rgb,0,255,159,6,6,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",pink,pink,rgb,255,0,167,6,7,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",yellow,yellow,rgb,255,196,0,6,8,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,247,255,6,9,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,255,234,6,10,line,white,en,1.1.5,
excluded name,0,ab,"Abkhaz (аҧсуа бызшәа, аҧсшәа)",blue,blue,rgb,0,190,255,6,11,line,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,221,135,251,1,0,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,184,124,100,1,1,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,27,235,178,1,2,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,146,223,139,1,3,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,100,146,225,1,4,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,53,169,88,1,5,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,185,220,252,1,6,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,95,191,190,1,7,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,28,58,29,1,8,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,138,242,112,1,9,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,193,179,57,1,10,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,128,156,58,1,11,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,93,140,85,3,0,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,22,74,160,3,1,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,46,6,36,3,2,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,172,34,47,3,3,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,206,123,52,3,4,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,16,240,85,3,5,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,22,29,119,3,6,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,62,201,238,3,7,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,36,102,94,3,8,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,245,109,128,3,9,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,16,54,67,3,10,full,white,en,1.1.5,
excluded name,0,en,English (English),a,a,rgb,87,61,206,3,11,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,160,250,207,6,0,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,226,111,88,6,1,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,201,225,57,6,2,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,118,55,82,6,3,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,170,56,228,6,4,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,231,67,48,6,5,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,140,29,120,6,6,full,white,en,1.1.5,
excluded name,0,en,English (English),b,b,rgb,105,65,58,6,7,full,white,en,1.1.5,
