lang,name,avgColorRGBCode,binPctCnt,totalColorFraction,langAbv,commonName,avgL,avgA,avgB,numFullNames,numLineNames
English (English),blue,"rgb(71, 115, 224)",16.695495615655243,0.06927591541765664,en,blue,50.707508119467605,20.101891358339174,-59.78475450550849,9380,6323
English (English),green,"rgb(89, 189, 78)",16.662944039560102,0.06914084663717887,en,green,68.84453926089049,-50.75218498382774,46.51710136948595,11711,2820
English (English),purple,"rgb(152, 62, 191)",14.198099017926298,0.05891327393330416,en,purple,44.12772715873945,57.60595168436009,-51.61915907381093,9655,2308
English (English),pink,"rgb(242, 93, 173)",11.487136541127366,0.047664466975632244,en,pink,61.52120916626038,64.68795709410044,-13.03998049731838,5809,2395
English (English),red,"rgb(238, 50, 54)",7.725718288093265,0.03205692235723348,en,red,52.70820668693009,69.3434650455927,44.06990881458965,3758,2822
English (English),orange,"rgb(243, 131, 27)",7.780489623858679,0.03228418931061693,en,orange,66.06080855329104,36.73237554293351,67.61777480788507,3053,2933
English (English),yellow,"rgb(243, 232, 48)",7.062725363146568,0.029305914369902784,en,yellow,90.40757195286845,-14.62236816689202,82.1286459339386,2577,2600
English (English),brown,"rgb(136, 88, 49)",8.682277248889108,0.03602604667588843,en,brown,41.98233995584988,15.788079470198674,30.60485651214128,4520,10
English (English),magenta,"rgb(224, 46, 173)",4.311195806334919,0.017888779279398012,en,magenta,52.726822012890445,76.058502726822,-26.752602875557766,2606,1428
English (English),teal,"rgb(65, 194, 177)",3.8131711083504207,0.015822286756640755,en,teal,71.38072855464158,-38.86603995299646,-1.6509988249118681,2595,809
English (English),limegreen,"rgb(125, 234, 57)",2.57754187577079,0.010695194505272992,en,lime green,83.56110381077534,-59.20499342969778,70.59132720105126,1975,1069
English (English),lightblue,"rgb(88, 192, 239)",3.279642953672389,0.01360847698619249,en,light blue,73.60804020100504,-16.2680067001675,-32.08710217755444,1660,1325
English (English),skyblue,"rgb(82, 187, 241)",2.516215657062352,0.010440728867478643,en,sky blue,71.89318453567158,-13.7106416899163,-35.90275009964129,1497,1012
English (English),turquoise,"rgb(61, 208, 194)",2.505521226701554,0.010396353637765787,en,turquoise,76.09306056959484,-41.05094263939027,-4.348174889691134,1697,796
English (English),lightgreen,"rgb(128, 224, 108)",2.724735407016437,0.01130595604571136,en,light green,81.29032258064521,-50.05231037489104,47.68962510897995,1819,475
English (English),darkblue,"rgb(52, 56, 176)",2.89294131345021,0.012003905864938635,en,dark blue,31.128634795465754,37.83144406111384,-63.84425825529818,1425,604
English (English),violet,"rgb(151, 64, 196)",2.2531476104411676,0.009349160209299453,en,violet,44.50815620365795,57.439446366782036,-53.37617399901137,1653,370
English (English),gray,"rgb(146, 150, 149)",2.692856656760612,0.01117367907369549,en,grey,61.59398496240602,-1.483709273182958,0.030075187969924814,1992,3
English (English),fuchsia,"rgb(233, 49, 182)",1.9132109683488454,0.007938634723439196,en,fuschia,55.08844953173777,78.35587929240377,-28.116545265348595,1153,769
English (English),hotpink,"rgb(251, 54, 165)",1.7177017310090639,0.007127393074726408,en,hot pink,57.94070080862535,79.4932614555256,-13.358490566037739,1148,707
English (English),darkgreen,"rgb(51, 102, 48)",3.774022445346827,0.015659844171563603,en,dark green,38.51136363636364,-29.19318181818182,25.329545454545446,1757,3
English (English),neongreen,"rgb(82, 233, 54)",1.114934800286596,0.00462628547836762,en,neon green,82.1339656194428,-70.18375815056314,69.80438648488442,1204,483
English (English),royalblue,"rgb(52, 59, 218)",1.996448385611528,0.00828401819755821,en,royal blue,35.94185342216838,50.430042398546306,-80.95699576014536,1050,601
English (English),black,"rgb(35, 30, 32)",7.436448541381953,0.030856632951792348,en,black,11.933418693982073,2.8809218950064026,-0.7426376440460947,1561,1
English (English),cyan,"rgb(69, 220, 225)",1.7136256920502038,0.007110480050000848,en,cyan,80.73419442556082,-36.99524133242693,-13.840924541128487,852,619
English (English),maroon,"rgb(133, 38, 55)",2.9742942349415817,0.012341469854529389,en,maroon,31.07426099495313,41.64383561643835,12.919971160778658,1376,11
English (English),lavender,"rgb(180, 138, 213)",2.0674588014638227,0.008578667225990969,en,lavender,63.779869659666915,30.253439536567704,-32.5561187545257,1346,35
English (English),navyblue,"rgb(44, 54, 125)",2.8541450018221317,0.011842925318764037,en,navy blue,25.699248120300744,20.300751879699245,-41.96992481203008,1257,73
English (English),forestgreen,"rgb(55, 111, 52)",2.622504842303473,0.010881762831134746,en,forest green,41.80290297937358,-31.535523300229187,26.875477463712755,1304,5
English (English),darkpurple,"rgb(98, 40, 114)",2.32615562960867,0.009652098048168758,en,dark purple,27.645687645687637,38.63247863247864,-31.468531468531474,1240,47
English (English),aqua,"rgb(68, 220, 208)",1.422555122873074,0.005902718352170434,en,aqua,80.00000000000003,-41.70653907496014,-5.773524720893143,745,509
English (English),yellowgreen,"rgb(183, 233, 62)",1.4148429619307632,0.005870717684360015,en,yellow green,86.4063886424135,-38.89973380656611,72.74179236912157,722,405
English (English),tan,"rgb(205, 170, 113)",1.7396771095325039,0.007218577217977197,en,tan,71.58744394618836,4.8789237668161425,34.38565022421524,1103,12
English (English),lime,"rgb(145, 236, 63)",1.7145615881736973,0.007114363436405385,en,lime,85.18585675430643,-53.67180417044426,70.57116953762467,757,346
English (English),lightpurple,"rgb(191, 117, 216)",1.5573578340657848,0.006462065701517782,en,light purple,60.46816479400746,45.50561797752806,-39.5692883895131,937,131
