lang,name,avgColorRGBCode,binPctCnt,totalColorFraction,langAbv,commonName,avgL,avgA,avgB,numFullNames,numLineNames
English (English),mustard,"rgb(215, 182, 46)",15.554135116437502,0.004249763693015712,en,mustard,74.85741000467507,-1.056568489948574,67.9382889200562,580,133
English (English),babyblue,"rgb(120, 200, 239)",13.87639879274803,0.003791365790368315,en,baby blue,77.00680272108842,-13.96501457725948,-27.026239067055407,478,208
English (English),olivegreen,"rgb(122, 141, 54)",20.352219047473515,0.0055607155867413985,en,olive green,55.373737373737406,-20.020202020202007,42.616161616161634,656,4
English (English),periwinkle,"rgb(145, 145, 224)",20.438561111519007,0.005584306314622681,en,periwinkle,62.99236641221366,18.575063613231563,-40.264631043257005,614,41
English (English),salmon,"rgb(234, 125, 117)",22.204409265501337,0.006066778487841896,en,salmon,64.45846477392219,40.96740273396427,23.575184016824355,616,18
English (English),seafoamgreen,"rgb(95, 230, 163)",9.966801478557365,0.0027231698028845263,en,seafoam green,82.59796027911963,-51.873322597960346,21.696188942565776,412,209
English (English),burntorange,"rgb(219, 107, 34)",12.141144879174751,0.003317252699228075,en,burnt orange,57.73219373219366,39.658119658119595,57.344729344729274,428,157
English (English),burgundy,"rgb(128, 36, 55)",19.76608967337266,0.005400570949008926,en,burgundy,29.68660968660963,40.54700854700849,10.928774928774923,581,4
English (English),lightbrown,"rgb(175, 127, 78)",19.229216945177992,0.0052538844112508185,en,light brown,56.7695099818512,13.030852994555346,33.72050816696912,550,1
English (English),bluegreen,"rgb(64, 180, 147)",10.003471059175997,0.0027331888139825134,en,blue green,66.51713395638629,-40.59813084112153,7.302180685358252,421,114
English (English),chartreuse,"rgb(178, 224, 56)",8.607007492804536,0.00235164139147665,en,chartreuse,83.52059925093653,-37.15355805243441,71.79775280898869,368,166
English (English),rose,"rgb(226, 94, 130)",11.969348784434484,0.0032703138755285485,en,rose,57.87999999999989,54.47999999999993,6.733333333333335,395,105
English (English),redorange,"rgb(244, 78, 27)",6.115061777818861,0.0016707819065078858,en,red orange,56.78254942058627,61.39059304703481,60.61349693251535,189,300
English (English),lightpink,"rgb(239, 166, 203)",16.448592515700774,0.004494150960573983,en,light pink,76.100886162236,32.33810497614178,-7.975460122699385,474,15
English (English),seagreen,"rgb(84, 211, 150)",7.5930812527847085,0.002074612364148828,en,sea green,76.41350210970457,-49.02953586497894,19.845288326300988,338,136
English (English),plum,"rgb(122, 51, 107)",16.31558554929921,0.00445781025937137,en,plum,33.126385809312666,38.15225424981523,-17.753141167775304,448,3
English (English),grassgreen,"rgb(94, 185, 60)",8.899632344784214,0.0024315935368262884,en,grass green,67.72795216741389,-49.745889387145006,53.24364723467866,396,50
English (English),brightpurple,"rgb(174, 52, 223)",7.898508205094293,0.00215806235111866,en,bright purple,47.962962962963026,71.91358024691372,-63.395061728395184,377,55
English (English),brightblue,"rgb(76, 138, 239)",5.231113304003531,0.00142926593005561,en,bright blue,58.03278688524576,12.06869633099142,-56.409055425448855,307,120
English (English),seafoam,"rgb(101, 229, 170)",6.912647115637374,0.00188870139771513,en,seafoam,82.89308176100623,-49.182389937106905,18.69496855345913,284,140
English (English),aquamarine,"rgb(71, 210, 192)",5.3915322745996885,0.0014730962498906257,en,aquamarine,76.68261562998423,-41.020733652312664,-2.0095693779904296,278,140
English (English),darkbrown,"rgb(78, 45, 32)",20.608015555517973,0.005630605343037699,en,dark brown,22.297734627831755,13.55987055016182,15.016181229773474,412,0
English (English),darkred,"rgb(155, 33, 39)",11.366390724162928,0.0031055712361100904,en,dark red,34.429939077458634,49.312445604873815,28.111401218450812,364,19
English (English),mustardyellow,"rgb(220, 188, 46)",8.093003759590431,0.0022112032130028507,en,mustard yellow,76.98245614035088,-2.6140350877192984,70.07017543859651,316,64
English (English),armygreen,"rgb(104, 122, 54)",13.44847744092154,0.00367444738822993,en,army green,48.35579514824802,-17.520215633423195,34.411500449236314,371,0
English (English),palegreen,"rgb(161, 225, 152)",9.553223890711894,0.002610170461943141,en,pale green,83.8505747126438,-34.233716475095804,29.731800766283534,310,38
English (English),darkorange,"rgb(230, 103, 27)",5.84027928072893,0.001595704721510637,en,dark orange,58.75120076849187,45.72526416906821,61.191162343900125,190,157
English (English),coral,"rgb(236, 112, 103)",10.494198275640313,0.002867267288426316,en,coral,61.976744186046595,47.34496124031006,27.7906976744186,323,21
English (English),royalpurple,"rgb(113, 38, 163)",8.700119222124073,0.002377081754678709,en,royal purple,32.99502487562184,53.59203980099499,-52.99502487562186,305,30
English (English),cerulean,"rgb(63, 133, 229)",3.1046724026052543,0.0008482711482528019,en,cerulean,55.55555555555567,10.121212121212125,-55.030303030303074,190,140
English (English),bluegray,"rgb(113, 144, 162)",9.702730902664545,0.0026510193723127177,en,blue grey,58.01916932907348,-6.112886048988283,-13.31203407880725,312,1
English (English),yelloworange,"rgb(250, 179, 21)",2.6239373823690224,0.0007169227820680391,en,yellow orange,77.72677595628414,14.316939890710389,77.92349726775949,81,224
English (English),brightpink,"rgb(243, 56, 175)",5.790292018985267,0.001582046999722751,en,bright pink,57.09289617486334,78.207650273224,-20.72131147540984,225,80
English (English),neonpurple,"rgb(188, 47, 230)",4.585714182383361,0.0012529273722358912,en,neon purple,49.92349726775955,77.28961748633871,-63.956284153005406,247,58
English (English),lightorange,"rgb(249, 167, 49)",4.693129285459523,0.0012822757610545146,en,light orange,74.81743227326275,20.918727915194378,68.40989399293294,127,156
English (English),darkyellow,"rgb(215, 186, 42)",5.249894114954052,0.0014343972991677741,en,dark yellow,75.89008363201921,-3.608124253285547,70.27479091995227,186,93
English (English),pastelgreen,"rgb(153, 228, 153)",8.06497345858681,0.002203544660816069,en,pastel green,84.22939068100364,-37.610513739545965,29.342891278375124,258,21
English (English),neonpink,"rgb(244, 48, 195)",3.9198620768938497,0.0010710005674573362,en,neon pink,57.35258724428407,82.57521058965109,-31.913357400722045,207,70
English (English),grayblue,"rgb(109, 141, 167)",8.322238874814106,0.002273835758145931,en,grey blue,57.0909090909091,-4.630303030303031,-17.333333333333332,273,2
English (English),brickred,"rgb(173, 52, 44)",7.452294931264406,0.0020361461560831715,en,brick red,40.47263681592043,48.75621890547264,33.358208955223915,249,19
English (English),sage,"rgb(145, 179, 129)",8.047234322125679,0.0021986979022201314,en,sage,69.37984496124022,-21.085271317829484,21.705426356589175,258,0
English (English),crimson,"rgb(194, 36, 52)",4.6379935207773215,0.0012672113444746782,en,crimson,42.61437908496725,60.653594771241735,31.607843137254857,203,52
English (English),oceanblue,"rgb(61, 124, 205)",4.362097691565397,0.0011918299703730596,en,ocean blue,51.50326797385614,7.05882352941177,-48.23529411764699,171,84
English (English),darkteal,"rgb(44, 112, 116)",6.743344409553229,0.0018424438277467843,en,dark teal,43.43999999999999,-19.946666666666683,-8.533333333333339,247,3
English (English),kellygreen,"rgb(61, 178, 70)",3.863319915954686,0.0010555518896051058,en,kelly green,64.30107526881712,-54.19354838709683,44.75806451612906,224,24
English (English),springgreen,"rgb(123, 227, 97)",5.0624807846300675,0.0013831914712104012,en,spring green,81.72316384180809,-54.06779661016951,53.389830508474596,182,54
English (English),khaki,"rgb(160, 155, 87)",7.910237471466879,0.002161267068706798,en,khaki,62.86123032904166,-8.011444921316164,35.82260371959946,232,1
English (English),neonblue,"rgb(77, 204, 244)",1.5751339638406006,0.0004303644709946997,en,neon blue,76.86781609195398,-22.61494252873563,-29.827586206896566,121,111
English (English),goldenrod,"rgb(242, 191, 35)",2.936224119706631,0.0008022470272422491,en,goldenrod,79.71139971139968,5.223665223665224,76.16161616161614,106,125
English (English),neonyellow,"rgb(218, 248, 33)",1.9695285022013302,0.0005381225415850631,en,neon yellow,92.57918552036197,-32.88084464555052,86.27450980392155,106,115
English (English),greenyellow,"rgb(172, 228, 56)",3.668214854768266,0.0010022444958383242,en,green yellow,84.28134556574923,-41.009174311926586,72.32415902140673,136,82
English (English),cobalt,"rgb(58, 78, 211)",2.6667514020543215,0.0007286206016541864,en,cobalt,39.56589147286824,37.8294573643411,-71.00775193798454,140,75
English (English),midnightblue,"rgb(42, 40, 107)",6.881696235331536,0.0018802448730414038,en,midnight blue,20.43818466353678,22.2222222222222,-38.99843505477309,202,11
English (English),rust,"rgb(181, 79, 40)",6.370997356970332,0.0017407096603744082,en,rust,46.44549763033175,38.79936808846761,41.86413902053713,190,21
English (English),babypink,"rgb(241, 174, 206)",7.805876265649321,0.002132753078046263,en,baby pink,78.19999999999999,29.06666666666666,-6.16666666666667,200,0
English (English),bluepurple,"rgb(108, 69, 210)",4.499830626434942,0.0012294619197909683,en,blue purple,41.447811447811446,49.494949494949495,-66.66666666666664,159,39
English (English),cream,"rgb(239, 228, 177)",8.994850736495891,0.0024576094908458725,en,cream,90.40404040404044,-4.410774410774411,26.2962962962963,196,2
English (English),taupe,"rgb(177, 151, 124)",6.976508947138097,0.0019061499855568575,en,taupe,63.97236614853209,5.699481865284976,17.582037996545786,193,0
English (English),eggplant,"rgb(97, 42, 102)",6.103724634687441,0.001667684326417334,en,eggplant,27.152777777777768,34.51388888888891,-24.618055555555557,191,1
English (English),huntergreen,"rgb(54, 101, 55)",5.459217012688802,0.0014915893477291811,en,hunter green,38.464223385689344,-26.806282722513078,21.256544502617793,191,0
English (English),seablue,"rgb(65, 152, 210)",2.530126226963906,0.0006912913188425974,en,sea blue,60.03527336860671,-7.2310405643739,-37.42504409171076,129,60
English (English),greenblue,"rgb(55, 187, 148)",3.187892932409454,0.0008710089979260805,en,green blue,68.32451499118167,-44.44444444444443,9.347442680776012,140,49
English (English),electricblue,"rgb(74, 121, 239)",1.5016878358850134,0.00041029722291940267,en,electric blue,53.40463458110516,22.60249554367203,-64.31372549019609,109,78
English (English),mediumblue,"rgb(49, 126, 236)",1.684071158630375,0.00046012873186622276,en,medium blue,53.72759856630828,15.26881720430107,-62.078853046595015,71,115
English (English),mossgreen,"rgb(112, 144, 65)",5.402428046537764,0.0014760732367589523,en,moss green,55.79710144927537,-24.565217391304337,37.8623188405797,180,4
English (English),pinkpurple,"rgb(216, 66, 198)",3.261823053549336,0.0008912084845763216,en,pink purple,54.659300184162035,71.67587476979753,-37.79005524861876,117,64
English (English),darkgray,"rgb(76, 80, 82)",7.8150160524438315,0.0021352502875529597,en,dark grey,33.8576779026217,-1.3857677902621728,-1.348314606741573,178,0
English (English),scarlet,"rgb(221, 41, 48)",2.6890508706425313,0.0007347133526345716,en,scarlet,48.40909090909093,66.78030303030292,41.89393939393939,112,64
English (English),orangered,"rgb(239, 73, 32)",3.2393267455451746,0.0008850619523347474,en,orange red,55.35238095238092,61.86666666666665,57.561904761904756,90,85
English (English),sagegreen,"rgb(138, 177, 120)",5.20042274508995,0.001420880531445342,en,sage green,68.27586206896552,-24.099616858237553,25.134099616858233,173,1
English (English),lavendar,"rgb(185, 139, 220)",5.271491400507345,0.0014402981968599307,en,lavendar,64.93256262042398,32.52408477842005,-34.87475915221579,168,5
English (English),graygreen,"rgb(133, 161, 132)",5.777432638234666,0.00157853350771439,en,grey green,63.35260115606942,-15.144508670520231,11.5606936416185,173,0
English (English),purplepink,"rgb(215, 74, 197)",3.2951604645054973,0.0009003170668047809,en,purple pink,55.450980392156765,68.43137254901953,-36.11764705882347,122,48
English (English),deeppurple,"rgb(95, 36, 117)",5.3742399167192625,0.001468371561945154,en,deep purple,26.70588235294113,40.156862745097975,-34.66666666666662,165,5
English (English),lightyellow,"rgb(238, 237, 126)",6.561800794602072,0.0017928417471590366,en,light yellow,91.82539682539684,-14.682539682539678,53.730158730158735,150,18
English (English),cobaltblue,"rgb(50, 74, 223)",1.9753591500996357,0.0005397156147813214,en,cobalt blue,39.36127744510975,43.35329341317368,-77.96407185628736,107,60
English (English),tangerine,"rgb(250, 150, 40)",2.378404121043987,0.0006498371915420731,en,tangerine,71.00204498977503,30.102249488752545,68.09815950920246,72,91
English (English),deepblue,"rgb(46, 53, 189)",2.1635189496491902,0.0005911253960790138,en,deep blue,31.333333333333336,44.00000000000001,-71.58333333333334,111,49
English (English),ochre,"rgb(206, 153, 50)",4.013375661845302,0.0010965507272801375,en,ochre,66.66666666666673,10.208333333333337,58.75,138,22
English (English),sand,"rgb(217, 193, 125)",5.322213767063873,0.0014541567669573428,en,sand,78.5833333333333,-0.7083333333333329,37.375,158,2
English (English),leafgreen,"rgb(102, 188, 66)",3.098973643210664,0.0008467141101668482,en,leaf green,68.88888888888901,-47.88259958071286,52.11740041928727,137,22
English (English),emerald,"rgb(60, 167, 94)",3.029739260985093,0.0008277976122910091,en,emerald,60.96436058700223,-46.91823899371075,28.88888888888893,147,12
English (English),redpink,"rgb(237, 36, 90)",1.6566679877876231,0.00045264152671792995,en,red pink,51.895424836601265,74.074074074074,22.352941176470576,67,86
English (English),paleblue,"rgb(140, 189, 224)",3.5524592723755952,0.0009706172875343159,en,pale blue,74.34878587196476,-7.373068432671086,-22.91390728476822,123,28
English (English),cornflowerblue,"rgb(80, 138, 234)",1.9122570327270947,0.0005224745991057637,en,cornflower blue,57.80760626398212,11.23042505592841,-54.13870246085009,80,69
English (English),wine,"rgb(132, 38, 73)",5.497746397191587,0.001502116501964915,en,wine,31.36465324384792,42.81879194630871,1.2975391498881428,148,1
English (English),peagreen,"rgb(151, 189, 63)",3.590987154875435,0.000981144031386731,en,pea green,71.8918918918919,-31.261261261261257,57.29729729729731,132,16
English (English),raspberry,"rgb(206, 39, 105)",2.3890392132850016,0.0006527429544494541,en,raspberry,46.39269406392696,66.4840182648402,4.474885844748856,99,47
English (English),emeraldgreen,"rgb(48, 150, 81)",2.9444487756987447,0.0008044942010105862,en,emerald green,55.034482758620626,-44.73563218390805,27.954022988505745,141,4
English (English),lightgray,"rgb(197, 201, 194)",4.167617015213619,0.0011386931735556337,en,light grey,80.51282051282053,-2.7039627039627043,3.2167832167832175,143,0
English (English),brightred,"rgb(243, 32, 45)",1.22453646281786,0.00033457280404859576,en,bright red,52.15962441314554,74.41314553990608,48.92018779342726,109,33
English (English),paleyellow,"rgb(238, 233, 133)",5.080054538471258,0.0013879930432981584,en,pale yellow,90.9219858156029,-12.340425531914894,48.936170212765965,139,2
English (English),darkmagenta,"rgb(158, 40, 120)",3.767465003474259,0.0010293620228071748,en,dark magenta,38.081534772182216,55.251798561151,-17.841726618705028,133,6
English (English),azure,"rgb(67, 148, 233)",1.199504405702023,0.0003277334441808807,en,azure,59.949109414758325,3.1043256997455493,-50.076335877862604,71,60
English (English),dustyrose,"rgb(199, 123, 138)",4.49301667464369,0.0012276001843288774,en,dusty rose,60.05167958656336,31.111111111111143,4.392764857881137,129,0
English (English),burgandy,"rgb(134, 34, 55)",3.7262543408670123,0.0010181022789254135,en,burgandy,30.6561679790026,43.20209973753276,12.230971128608921,123,4
English (English),rosepink,"rgb(227, 107, 146)",3.7230449937520715,0.0010172254081289816,en,rose pink,60.68783068783062,50.26455026455021,1.3227513227513228,109,17
English (English),purpleblue,"rgb(102, 74, 214)",2.491987151243197,0.0006808708063506004,en,purple blue,42.05555555555555,47.444444444444464,-68.5,96,24
English (English),goldenyellow,"rgb(245, 199, 32)",2.4986624738111662,0.0006826946649757286,en,golden yellow,82.02898550724638,2.08695652173913,78.89855072463772,50,65
English (English),lightred,"rgb(229, 74, 83)",2.298970189432523,0.0006281339315389409,en,light red,54.26900584795323,60.292397660818715,29.47368421052632,81,33
English (English),redbrown,"rgb(147, 60, 50)",3.8735297205633312,0.0010583414537058285,en,red brown,37.19298245614037,35.96491228070178,24.79532163742691,114,0
English (English),aquablue,"rgb(60, 210, 226)",1.3074327799563437,0.00035722207102632347,en,aqua blue,77.5811209439529,-33.03834808259584,-19.11504424778762,68,45
English (English),grape,"rgb(127, 52, 157)",3.2939293880950538,0.0008999807071297963,en,grape,36.66666666666663,49.04761904761907,-43.392857142857146,103,9
English (English),palepink,"rgb(233, 176, 195)",3.9715155843188055,0.001085113547628089,en,pale pink,77.49999999999994,23.511904761904766,-1.4285714285714282,112,0
English (English),white,"rgb(229, 234, 219)",5.189041537515154,0.0014177709118893865,en,white,91.83183183183179,-4.084084084084085,6.366366366366368,109,2
English (English),pinkred,"rgb(234, 39, 85)",1.6281717738132888,0.00044485567590527025,en,pink red,51.411411411411414,72.43243243243244,24.684684684684676,56,55
English (English),lightteal,"rgb(106, 221, 191)",2.1275406024943124,0.0005812952465831456,en,light teal,81.08108108108112,-40.06006006006005,5.105105105105105,85,26
English (English),sienna,"rgb(179, 100, 45)",3.4208406959314996,0.0009346559278501367,en,sienna,50.43209876543213,27.65432098765432,43.51851851851851,100,8
English (English),brick,"rgb(169, 72, 52)",3.657680269591497,0.0009993661938774586,en,brick,43.14814814814813,38.39506172839508,31.419753086419753,105,3
English (English),robinseggblue,"rgb(98, 209, 230)",1.4198556263990254,0.00038793869573743874,en,robin's egg blue,78.53968253968245,-26.031746031746014,-19.619047619047617,62,43
English (English),pinkishpurple,"rgb(217, 70, 205)",1.9840770678679038,0.0005420975595267499,en,pinkish purple,55.705128205128226,71.60256410256407,-40.44871794871795,64,40
English (English),orchid,"rgb(199, 86, 198)",2.463834086902226,0.000673178712268368,en,orchid,55.01618122977348,59.352750809061554,-37.73462783171524,87,16
English (English),burntsienna,"rgb(173, 88, 40)",2.936914925826634,0.0008024357720837799,en,burnt sienna,46.99346405228752,31.307189542483638,42.09150326797382,97,5
English (English),greenishyellow,"rgb(202, 234, 60)",1.5810813079756874,0.00043198942840865786,en,greenish yellow,87.74410774410775,-31.649831649831643,75.15151515151514,60,39
English (English),slate,"rgb(107, 127, 137)",3.4617257182838523,0.0009458266989846593,en,slate,52.05387205387203,-5.252525252525254,-7.542087542087539,99,0
English (English),pukegreen,"rgb(157, 183, 52)",2.0776343106768307,0.0005676596477259102,en,puke green,70.4761904761905,-26.666666666666657,60.136054421768705,80,18
English (English),pinegreen,"rgb(55, 115, 63)",2.419117741381558,0.000660961131525016,en,pine green,43.54166666666667,-31.80555555555556,23.333333333333332,96,0
English (English),forrestgreen,"rgb(57, 107, 50)",3.3576909796260295,0.0009174019070016476,en,forrest green,40.62499999999999,-29.513888888888893,26.59722222222223,96,0
English (English),moss,"rgb(122, 151, 74)",3.3778519047909192,0.0009229103565002514,en,moss,58.68055555555555,-22.916666666666668,37.013888888888886,96,0
English (English),puce,"rgb(182, 143, 107)",2.8800781390481447,0.0007869065953683457,en,puce,62.17543859649124,10.245614035087721,24.561403508771914,86,9
English (English),pastelpurple,"rgb(182, 138, 210)",3.651389573542505,0.0009976474244651657,en,pastel purple,64.07017543859651,29.894736842105257,-30.736842105263147,95,0
English (English),pinkishred,"rgb(232, 37, 88)",1.7079661123947338,0.00046665740775812413,en,pinkish red,50.89605734767023,72.3297491039427,22.222222222222214,55,38
English (English),cornflower,"rgb(94, 144, 236)",1.4222644860934026,0.00038859685412388057,en,cornflower,60.21739130434784,11.01449275362319,-51.66666666666669,53,39
English (English),slateblue,"rgb(92, 127, 166)",2.4072596504120614,0.0006577212159595798,en,slate blue,52.12121212121208,-1.7424242424242435,-24.3939393939394,86,2
English (English),powderblue,"rgb(134, 176, 234)",1.8513936281082364,0.0005058452535814854,en,powder blue,70.93023255813956,0.5426356589147278,-33.48837209302327,68,18
English (English),pastelblue,"rgb(138, 187, 227)",1.9593235668412536,0.0005353343078801241,en,pastel blue,73.87596899224806,-6.279069767441861,-24.961240310077525,74,12
English (English),marigold,"rgb(241, 185, 29)",0.9210384248083049,0.0002516498428437992,en,marigold,78.27450980392152,7.607843137254901,76.39215686274505,43,42
English (English),applegreen,"rgb(107, 213, 77)",1.325305103320187,0.00036210521948639,en,apple green,76.94117647058816,-55.37254901960777,56.47058823529405,64,21
English (English),dustypink,"rgb(207, 136, 155)",2.8018282690510823,0.000765526849467509,en,dusty pink,64.39215686274501,29.490196078431364,1.0196078431372546,85,0
English (English),lemonyellow,"rgb(237, 242, 57)",1.2124267459763665,0.00033126413824490896,en,lemon yellow,92.3809523809524,-21.428571428571423,81.19047619047619,43,41
English (English),graypurple,"rgb(143, 122, 151)",3.0479579753820008,0.0008327754031098364,en,grey purple,53.975903614457856,14.05622489959839,-12.931726907630521,83,0
English (English),ultramarine,"rgb(56, 71, 218)",0.9497996983647703,0.00025950811430731436,en,ultramarine,38.53658536585365,43.82113821138211,-76.34146341463412,59,23
English (English),orangeyellow,"rgb(249, 185, 29)",0.8360462547663539,0.00022842793846075248,en,orange yellow,79.01234567901233,11.275720164609051,77.44855967078188,25,56
English (English),pumpkin,"rgb(239, 133, 36)",1.2415208175890768,0.00033921333813909213,en,pumpkin,65.92592592592594,34.48559670781894,64.5267489711934,47,34
